title,text,subject,date,label
factbox bigticket items at center of congress spending bill,reuters  the us congress on thursday approved a temporary funding bill to prevent federal agencies from shutting down at midnight friday when existing money was set to expire the following are the major items that were debated on the legislation that president donald trump is expected to sign into law the friday midnight deadline for action was the result of the republicancontrolled congress failing to pass any of the regular appropriations bills for the fiscal year that began oct  instead the government has been operating on a series of temporary measures this newest stopgap bill continues funding for government operations through jan  giving lawmakers several weeks to work out a spending bill that would pay for agency activities through sept  the end of the current fiscal year  house of representatives conservatives failed in their bid to attach a major defense spending increase that would fund the pentagon through september instead congress agreed to fund the military through jan  like most other programs but in a move to attract support a  billion increase was included to be used for missile defense and ship repair democrats and republicans will continue negotiations on higher funding for both military and nonmilitary programs an  billion disaster aid bill was going to be attached to the government funding bill instead the house approved it as a standalone bill only to see the senate put off action until at least next month it would build on about  billion already provided to puerto rico the us virgin islands and several states hit by severe hurricanes wildfires or other natural disasters democrats want to do more for puerto rico and some republicans worry about the mounting costs of disaster aid the childrens health insurance program which helps provide medical care to nearly  million children in lowincome families will get  billion to cover expenses through march as lawmakers seek a more permanent solution senators put off until early next year their bid to maintain healthcare subsidies for lowincome people participating in the affordable care act also known as obamacare many house republican lawmakers dislike the idea the national security agencys warrantless internet surveillance program under the foreign intelligence surveillance act will be extended through jan  as lawmakers try to reconcile competing versions of such legislation in the house and senate  legislation to protect dreamers from deportation was not included despite democrats push to resolve the issue by years end it was a major disappointment for the congressional hispanic caucus and immigration advocacy groups but negotiators are still trying to reach a deal on helping immigrants many from mexico and central america brought to the united states illegally as children the issue is expected to come back to life in early    ,politicsNews,,REAL
in victory for trump judge tosses suit on foreign payments,new york reuters  a federal judge in new york on thursday threw out a lawsuit that had accused president donald trump of violating the us constitution by accepting foreign payments through his hotels and other businesses handing him a major victory on an issue that has dogged him since even before he took office in january though other lawsuits remain pending that make similar claims the ruling by us district judge george daniels is the first to weigh the merits of the us constitutions anticorruption provisions as they apply to trump a wealthy businessman who as president regularly visits his own hotels resorts and golf clubs in a page opinion granting the trump administrations request to toss the suit daniels said the plaintiffs did not have legal standing to bring the suit the plaintiffs included the nonprofit watchdog group citizens for responsibility and ethics in washington crew a hotel owner a hotel events booker and a restaurant trade group the lawsuit filed after the republican president took office in january accused trump of running afoul of the constitutions emoluments clause by maintaining ownership of his business empire while in office  the emoluments clause designed to prevent corruption and foreign influence bars us officials from accepting gifts from foreign governments without congressional approval trump has ceded daytoday control of his businesses to his sons critics have said that is not a sufficient safeguard the plaintiffs said they are legally injured when foreign governments try to curry favor with trump by paying to use his businesses such as the trump international hotel in washington or a highend restaurant at a trump hotel in new york city the plaintiffs said this leads them to have lost patronage wages and commissions us department of justice spokeswoman lauren ehrsam said the trump administration appreciates the courts ruling daniels appointed to the bench by democratic former president bill clinton said in his decision that the plaintiffs claims were speculative daniels said trump had amassed wealth and fame even before taking office and was competing in the hospitality industry  it is only natural that interest in his properties has generally increased since he became president the judge wrote the judge also said that if congress wanted to do something about the presidents actions it could congress is not a potted plant daniels said it is a coequal branch of the federal government with the power to act crew executive director noah bookbinder said that his legal team is weighing options on how to proceed while todays ruling is a setback we will not walk away from this serious and ongoing constitutional violation bookbinder added some legal experts had raised concerns even before his inauguration on jan  that trump would violate the emoluments clause as president  ,politicsNews,,REAL
senate shelves disaster aid bill until next month,washington reuters  legislation to provide  billion in new disaster aid for us states puerto rico and the us virgin islands was put on hold by the senate on thursday amid attacks from both republicans and democrats the republicancontrolled house of representatives passed the legislation earlier on thursday to help recovery efforts stemming from hurricanes and wildfires but the senate put off a vote until at least january according to some lawmakers and aides after democrats complained puerto rico was not getting enough help and some fiscal hawks fretted about the overall cost ,politicsNews,,REAL
trump on twitter dec   tax cuts home sales,the following statementswere posted to the verified twitter accounts of us president donald trump realdonaldtrump and potus  the opinions expressed are his ownreuters has not edited the statements or confirmed their accuracy  realdonaldtrump   the massive tax cuts which the fake news media is desperate to write badly about so as to please their democrat bosses will soon be kicking in and will speak for themselves companies are already making big payments to workers dems want to raise taxes hate these big cuts  est  was foxandfriends just named the most influential show in news you deserve it  three great people the many fake news hate shows should study your formula for success  est  home sales hit best numbers in  years make america great again  est  house democrats want a shutdown for the holidays in order to distract from the very popular just passed tax cuts house republicans dont let this happen pass the cr today and keep our government open  est  source link bitlyjbhlu bitlyjpexyr ,politicsNews,,REAL
house widens ethics probe to include farenthold campaign work,washington reuters  the ethics probe into us representative blake farenthold who is already under a cloud for alleged sexual misconduct is being expanded to look into whether he mixed his political campaign with congressional work and lied to the house ethics committee the panel said on thursday last week farenthold said he would not seek reelection next year after accounts surfaced that he created a hostile work environment the texas republican denied allegations of sexual harassment but admitted allowing an unprofessional culture in his capitol hill office on thursday the ethics committee voted unanimously to investigate whether farenthold used his congressional staff and other resources of the house of representatives to further his political campaign and if he had made false statements or omissions to the committee the panel was already looking into whether he committed sexual harassment discrimination and retaliation against a former staff member and if he made inappropriate statements to other members of his staff  the committee said the announcement should not be read as an indication that it had found any rule violations farentholds office did not immediately respond to a request for comment congress strictly divides lawmakers work on capitol hill and their runs for reelection so that taxpayers do not end up subsidizing political campaigns in august the committee went so far as to warn representatives who face elections every two years they should not even send texts or forward emails related to their campaigns while in house buildings congress is reviewing its workplace policies on sexual harassment after a number of lawmakers have been accused of sexual misconduct in recent weeks amid a wave of such allegations against powerful men in entertainment politics and the media a bipartisan group of lawmakers in the house said on thursday intends to introduce legislation in january reforming a yearold law that covers sexual harassment in congress which it hopes will pass soon after ,politicsNews,,REAL
us court rejects trump bid to stop transgender military recruits on jan ,new york reuters  a federal appeals court in virginia on thursday rejected a bid by president donald trumps administration to prevent the us military from accepting transgender recruits starting jan  the administration had urged the appeals court to suspend an order by a federal judge in baltimore for the armed forces to begin accepting transgender recruits on that date the administration has said the jan  start date was causing the armed forces to scramble to revise their policies at the risk of harming military readiness  in a brief twoparagraph order the threejudge panel of the richmondbased th us circuit court of appeals said it was denying the administrations request while the appeal proceeds all three judges are democratic appointees  the courts action could prompt the administration to ask the conservativemajority us supreme court to intervene we disagree with the courts ruling and are currently evaluating the next steps us justice department spokeswoman lauren ehrsam said in a statement several transgender service members backed by the american civil liberties union filed suit in maryland after trump said in july he would ban transgender people from the military a move that would reverse a policy of the republican presidents democratic predecessor barack obama to accept them trump cited concern over military focus and medical costs so far three federal judges around the country have issued injunctions blocking trumps ban his administration has appealed all three rulings  joshua block an aclu attorney who represents the plaintiffs in the maryland case said he was happy the appeals court saw through the governments smokescreen to further delay enlistment  thursdays action was in response to the administrations appeal of a nov  ruling by us district judge marvin garbis who said that the transgender prohibition likely violates the plaintiffs constitutional right to equal protection under the law the garbis ruling followed a similar one on oct  by another federal judge in washington dc a third judge in seattle also ruled against the administration on dec  in an august memorandum trump gave the military until march  to revert to a policy prohibiting openly transgender people from joining the military and authorizing their discharge the memo also halted the use of government funds for sexreassignment surgery for activeduty military personnel the obama administration had set a deadline of july  of this year to begin accepting transgender recruits but trumps defense secretary james mattis postponed that date to jan  which the presidents ban then put off indefinitely the trump administration said in legal papers that the armed forces are not prepared to train thousands of personnel on the medical standards needed to process transgender applicants and might have to accept some individuals who are not medically fit for service the pentagon on dec  issued guidelines to recruitment personnel in order to enlist transgender applicants by jan  the memo outlined medical requirements and specified how the applicants sex would be identified and even which undergarments they would wear the bans challengers said the memo contradicted the claim that the military was not ready  the justice department disagreed telling the court on wednesday that all this memorandum shows is that the military is scrambling to comply with the injunction the lawsuits lead plaintiff brock stone  has served in the us navy for  years including a ninemonth deployment to afghanistan and wants to remain for at least  years according to court papers  ,politicsNews,,REAL
,washington reuters  the us house of representatives on thursday approved an  billion bill to help widespread recovery efforts from hurricanes and wildfires this year by a vote of  the house passed the measure to help puerto rico the us virgin islands and states rebuild following the natural disasters the bill now goes to the senate where it is expected to be approved this week ,politicsNews,,REAL
house democrats rally to protect special counsel mueller,washington reuters  democrats in the us house of representatives rallied behind special counsel robert mueller on thursday after recent attempts by republicans and conservative news outlets to discredit him and his probe into russian interference in the  presidential election in a letter sent to justice department deputy attorney general rod rosenstein  of the  democrats in the house said they support muellers probe and urged rosenstein to let it continue unfettered by political influence or threats to his authority  we will not stand by and allow fox news and rightwing republicans to defy the rule of law and create their own rules to interfere with the legitimate investigation under the constitution of the united states california democrat maxine waters said during a press conference thursday there is an organized effort by republicans  to spin a false narrative and conjure up outrageous scenarios to accuse special counsel mueller of being biased she added rosenstein appointed mueller as special counsel in may after president donald trump fired former fbi director james comey for what trump later said was this russia thing critics promptly accused the president of trying to obstruct the probe mueller is investigating whether trumps presidential campaign colluded with russia to interfere with the election russia has denied meddling and trump has said there was no collusion  republican criticism of mueller himself a member of their party has intensified in recent months since he charged four of trumps close associates including former campaign manager paul manafort and former national security adviser michael flynn republicans and talk show hosts on fox news have accused muellers team and the federal bureau of investigation of bias citing issues including antitrump text messages exchanged between two fbi staffers who previously worked on muellers team house republicans have launched their own investigation into the fbis handling of hillary clintons emails and questioned whether she received favorable treatment after no charges were brought recently rumors have flown around washington that trump may be seeking to have mueller fired trumps lawyers have said that is not true rosenstein also a republican oversees muellers team he can only fire mueller for good cause and he told congress last week he sees no legitimate basis for doing so this investigation must continue unimpeded house judiciary committee ranking democrat jerrold nadler said thursday nadler said republicans were trying to provide cover for the president as the walls close in on him ,politicsNews,,REAL
second us judge blocks trump administration birth control rules,san francisco reuters  a second us judge on thursday blocked president donald trumps administration from enforcing new rules that undermine an obamacare requirement for employers to provide insurance that covers womens birth control us district judge haywood gilliam jr in oakland california said the federal government likely did not follow proper administrative procedures in promulgating the new rules and put them on hold while a lawsuit challenging their legality proceeds the decision followed a similar ruling from a federal judge in philadelphia last friday that blocked the administration from enforcing rules it announced in october allowing businesses or nonprofits to obtain exemptions on moral or religious grounds gilliam ruled on a lawsuit pursued by democratic attorneys general in california delaware maryland new york and virginia he said that a preliminary injunction was necessary given the dire public health and fiscal consequences that could result as a result of the administration adopting the rules without the input of interested parties if the court ultimately finds in favor of plaintiffs on the merits any harm caused in the interim by rescinded contraceptive coverage would not be susceptible to remedy he wrote california attorney general xavier becerra said in a statement that given last weeks decision in pennsylvania todays ruling amounts to a onetwo punch against the trump administrations unlawful overreach the us justice department defended the rules in court  lauren ehrsam a department spokeswoman said the agency disagreed with the ruling and was evaluating its next steps this administration is committed to defending the religious liberty of all americans and we look forward to doing so in court ehrsam said in a statement the lawsuit is among several that democratic state attorneys general filed after the republican trump administration revealed the new rules on oct  which targeted the contraceptive mandate implemented as part of s affordable care act popularly known as obamacare the rules will let businesses or nonprofits lodge religious or moral objections to obtain an exemption from the laws mandate that employers provide contraceptive coverage in health insurance with no copayment conservative christian activists and congressional republicans praised the move while reproductive rights advocates and democrats criticized it ,politicsNews,,REAL
senators seek to stop expansion of airport facial scans,washington reuters  two us senators on thursday urged federal authorities to halt the planned expansion of a  billion airport facial scanning program saying the technology used to identify travelers on some flights departing from nine us airports for international destinations may not be not accurate enough and raises privacy concerns congress has approved the use of the program for nonus citizens but never expressly authorized its use for americans the department of homeland security has said the system is needed to prevent travelers from leaving the country using someone elses identity and to prevent visitors to the united states from overstaying their visas senators mike lee a republican and edward markey a democrat in a letter to department of homeland security secretary kirstjen nielsen raised concerns that too many travelers would be inconvenienced by faulty scan results and questioned why americans are being subjected to the screens known as biometric exit detection technology  in the letter they raised objections to expanding the program beyond the nine airports where it is already in use we request that dhs stop the expansion of this program and provide congress with its explicit statutory authority to use and expand a biometric exit program on us citizens the senators wrote if there is no specific authorization then we request an explanation for why dhs believes it has the authority to proceed they cited a report released thursday by georgetown university law schools center on privacy  technology that found dhs is conducting the scans without basic legal and technical safeguards  or any meaningful justification of its billiondollar cost congress in  authorized spending up to  billion over  years on the facial scans the us customs and border protection cbp on its website says the program collects facial images from all travelers from the united states on a flight and uses the images to verify identities it says the images are stored for no more than two weeks and says that cbp is dedicated to protecting the privacy of all travelers the government said thursday that us citizens may opt out of the facial screening and instead have a separate review of their id documents a us customs and border protection spokeswoman said the government is working to establish the biometric exit program in a way thats most efficient and secure for the traveler and that is least disruptive for the travel industry airports using the system include boston las vegas miami new yorks john f kennedy washington dulles both houston airports chicago ohare and atlanta the senators want dhs to provide data that the program will not unduly burden travelers dhs said previously its goal is a  percent true accept rate meaning the technology can positively identify  percent of the faces it scans the senators however said this meant there would still be a false denial for one in  travelers further there is evidence that certain face scans exhibit different error rate depending on the race or gender of the person being scanned dhs has said travelers who cannot be verified are escorted to another area where customs and border patrol uses other methods to verify their identity the georgetown law report also noted that dhs has not established any rules governing the program  its as if dhs has hired a billiondollar bouncer to check ids but never checked how good he is at spotting a fake said laura moy deputy director of the center and coauthor of the report they also dont know if hes biased against certain groups of people the senators said dhs also needed safeguards to ensure facial data is not shared with other us agencies ,politicsNews,,REAL
us launches effort to reduce reliance on imports or critical minerals,washington reuters  us interior secretary ryan zinke on thursday launched an effort to reduce us dependence on foreign supplies of critical minerals used in smartphones computers and military equipment which he said poses a national security and economic risk under a directive from president donald trump zinke will  work with defense secretary jim mattis to publish in  days a list of nonfuel minerals that are vulnerable to supply chain disruptions and necessary for manufacturing and will develop a strategy to lessen us dependence on foreign suppliers the policy would aim to identify new domestic sources of critical minerals increase domestic exploration mining and  recycling giving miners and producers electronic access to better mapping and geological data and streamlining leasing and permitting for new mines the united states must not remain reliant on foreign competitors like russia and china for the critical minerals needed to keep our economy strong and our country safe trump said the order comes after the interior department and the us geological survey published a report earlier this week that detailed us dependence on foreign competitors for its supply of certain minerals the report identified  out of  minerals that are priorities for us national defense and the economy because they are components in products ranging from batteries to military equipment the list included rare earths metals lithium graphite and other minerals  that report did not offer policy recommendations but zinke said he would rely on the findings as he prioritizes research into certain mineral deposit areas on federal land and plans policies to promote mining twenty of the  critical minerals that the united states relies on are sourced from china much of the worlds lithium is produced in australia and chile with the bulk of the worlds reserves straddling huge salt flats in the socalled lithium triangle of chile bolivia and argentina  lithium exports from chile for example approached  million in  or roughly  percent of the global market by volume according to chile development agency corfo lithium producers sqm albemarle and fmc lithium are among the regions top producers ,politicsNews,,REAL
shortterm government funding disaster aid bills advance in house,washington reuters  the us house of representatives on thursday took a step toward averting a partial government shutdown at the end of this week approving rules to debate a bill that would fund federal agencies through jan  also cleared for debate was an  billion disaster aid bill to help us states puerto rico and the us virgin islands recover from a series of recent natural disasters house votes on both bills were expected later on thursday ,politicsNews,,REAL
spy chiefs pressure congress to renew expiring surveillance law,washington reuters  the leaders of the us intelligence community on thursday pressed congress to renew the national security agencys expiring surveillance law warning in a rare public statement that national security may be endangered if lawmakers let it lapse the message from the intelligence chiefs sought to apply pressure on lawmakers who appeared to abandon an effort this week to pass legislation that would have reauthorized for several years the nsas warrantless internet spying program which is due to expire on dec  that plan cratered late on wednesday amid objections from a sizable coalition of republicans and democrats who want to have more privacy safeguards in the program which chiefly targets foreigners but also collects communications from an unknown number of americans instead house republicans unveiled a stopgap funding measure on thursday that includes an extension of the surveillance law until jan  the law known as section  of the foreign intelligence surveillance act is considered by us intelligence agencies to be vital to national security there is no substitute for section  director of national intelligence dan coats attorney general jeff sessions and the directors the nsa fbi and cia wrote in the joint statement adding that failure to renew the authority would make it easier for foreign adversaries to plan attacks against our citizens and allies without detection section  allows the nsa to collect vast amounts of digital communications from foreign suspects living outside the united states but the program incidentally gathers communications of americans for a variety of technical reasons including if they communicate with a foreign target living overseas those communications can then be subject to searches without a warrant including by the federal bureau of investigation some lawmakers in both parties want to eliminate or partially restrict the us governments ability to review data of americans collected under section  without first obtaining a warrant the intelligence chiefs also criticized the current plan to temporarily extend the program saying shortterm extensions fail to provide certainty and will create needless and wasteful operational complications us officials recently acknowledged the endyear deadline may not matter much because of a belief the program can lawfully continue through april due to the way it is annually certified  in their statement however the intelligence chiefs warned that the surveillance program would need to begin winding down well in advance of the april date ,politicsNews,,REAL
trump urges congress to pass shortterm spending bill,washington reuters  us president donald trump called on the republican congress to pass a shortterm government spending bill later on thursday to avoid a shutdown when current funding expires at midnight on friday republicans in the house of representatives have unveiled a stopgap spending bill that would allow the government to stay open at current funding levels pass the cr continuing resolution today and keep our government open trump wrote in a post on twitter  ,politicsNews,,REAL
house gives final approval to tax bill delivering victory to trump,washington reuters  the republicancontrolled us house of representatives gave final approval on wednesday to the biggest overhaul of the us tax code in  years sending a sweeping  trillion tax bill to president donald trump for his signature in sealing trumps first major legislative victory since he took office in january republicans steamrolled opposition from democrats to pass a bill that slashes taxes for corporations and the wealthy while giving mixed temporary tax relief to middleclass americans the house approved the measure by  passing it for the second time in two days after a procedural foulup forced another vote on wednesday the republicanled senate had passed it  in the early hours of wednesday we are making america great again trump said echoing his campaign slogan at a white house celebration with republican lawmakers ultimately what does it mean it means jobs jobs jobs jobs trump who emphasized a tax cut for middleclass americans during his  campaign said at an earlier cabinet meeting that lowering the corporate tax rate to  percent from  percent was probably the biggest factor in this plan it was uncertain when the bill would be signed white house economic adviser gary cohn said the timing depended on whether automatic spending cuts triggered by the legislation could be waived the administration expects the waiver to be included in a spending resolution congress will pass later this week a white house official told reporters cohn told fox news channel on wednesday night that trump could sign the bill as soon as friday if the resolution was passed by then if not most likely well sign it in the first week of the new year cohn said in addition to cutting the us corporate income tax rate the debtfinanced legislation gives other business owners a new  percent deduction on business income and reshapes how the government taxes multinational corporations along the lines that the countrys largest businesses have recommended for years wall streets main indexes were little changed on wednesday taking a breather after a monthlong rally ahead of the longanticipated tax vote the sp  has climbed about  percent since midnovember led by a rally in sectors such as transport banks and others that are expected to benefit the most from lower taxes under the bill millions of americans would stop itemizing deductions putting tax breaks that incentivize home ownership and charitable donations out of their reach but also making tax returns somewhat simpler and shorter the bill keeps the existing number of tax brackets but adjusts many of the rates and income levels for each one the top tax rate for high earners is reduced the estate tax on inheritances is changed so far fewer people will pay once signed taxpayers likely would see the first changes to their paycheck tax withholdings in february most households will not see the full effect of the tax plan on their income until they file their  taxes in early  in two provisions added to secure needed republican votes the legislation also allows oil drilling in alaskas arctic national wildlife refuge and removes a tax penalty under the obamacare health law for americans who do not obtain health insurance we have essentially repealed obamacare and well come up with something that will be much better trump said democrats were united in opposition to the tax legislation calling it a giveaway to the wealthy that will widen the income gap between rich and poor while adding  trillion over the next decade to the  trillion national debt trump promised during the campaign that he would eliminate the national debt today the republicans take their victory lap for successfully pillaging the american middle class to benefit the powerful and the privileged house democratic leader nancy pelosi said opinion polls show the tax bill is unpopular with the public and democrats promised to make republicans pay for their vote during next years congressional elections when all  house seats and  of the  senate seats will be up for grabs republicans will rue the day they passed this bill senate democratic leader chuck schumer told reporters we are going to continue hammering away about why this bill is so unpopular us house speaker paul ryan defended the bill saying support would grow for after it passes and americans felt relief i think minds are going to change ryan said on abcs good morning america television program a few republicans a party once defined by fiscal hawkishness have protested the deficit spending encompassed in the bill but most voted for it anyway saying it would help businesses and individuals while boosting an already expanding economy they see as not growing fast enough in the house  republicans voted against the tax bill all but one walter jones of north carolina were from the hightax states of new york new jersey and california which will be hit by the bills cap on deductions for state and local taxes despite trump administration promises that the tax overhaul would focus on the middle class and not cut taxes for the rich the nonpartisan tax policy center a think tank in washington estimated middleincome households would see an average tax cut of  next year under the bill while the wealthiest  percent of americans would see an average cut of  the house was forced to vote again after the senate parliamentarian ruled three minor provisions violated arcane senate rules to proceed the senate deleted the three provisions and then approved the bill since the house and senate must approve the same legislation before trump can sign it into law the senates vote sent the bill back to the house ,politicsNews,,REAL
us tax plan roils popular bet in bond market,new york reuters  passage of a longanticipated us tax overhaul has upended the bond markets favorite trade of the year as yields on some longdated treasuries shot to their highest in months but doubts that the tax cuts will fuel inflation have many investors confident the reversal will be shortlived the view that the us federal reserve will keep raising shortterm interest rates even as inflation remains subdued has made longerdated treasury bonds more appealing to own than shortdated ones this has made socalled yield curve flattener trades  a bet that the gap between short and longdated bond yields will narrow  a profitable bet in the bond market this year investors appetite for this trade drove the yield curve to its flattest level in a decade earlier this week however a sharp reversal got underway as the tax bills passage became certain paving the way for a bigger government deficit and more federal borrowing its a great time to cash out said brian reynolds asset class strategist at new yorkbased canaccord genuity  both republicancontrolled congressional chambers have approved the tax legislation and president donald trump is expected to sign it in the days ahead    the treasury market selloff pushed the benchmark year yield up to nearly  percent its highest in nine months and the year yield to around  percent a fiveweek peak some analysts reckoned the jump in yields reflects investors demanding higher compensation or term premium in case the tax cuts stoke inflation and hurt longerdated bonds how long this prevails is an open question though given previous episodes of curve steepening in the last year have quickly faded in other words sharp term premium moves tend not be permanent cornerstone macro analysts said in a note on wednesday in late afternoon trading the spread between twoyear and year treasury yields was  basis points versus  basis points on tuesday and around  earlier in the week even with this weeks steepening the twotoyear part of the curve has flattened nearly  basis points this year curve flatteners are seen as likely to regain popularity in the long run due to a low inflation outlook and sturdy global demand for longdated us debt in the short term however it may prove a choppy trade as investors gauge the bills impact its hard to predict how the yield curve would behave in the short term the biggest question is the timing and level of cash flows going to the government after tax reform canaccords reynolds said one factor is the mountain of corporate cash held overseas as part of the new tax code us multinational companies could bring back some of the estimated  trillion in business profits they have overseas and the treasury department could benefit from the taxes on the repatriated money  reynolds estimated the treasury might receive as much as  billion in tax receipts in  if the companies bring back all their overseas profits this means the government could issue fewer two and threeyear treasury securities pressuring these yields lower and steepening the yield curve into  he said  independent government estimates suggest the tax plan could add at least  trillion to the  trillion in national debt in  years as the treasury department would ratchet up borrowing to compensate for shortfalls in tax receipts the degree to which the bill may spur both business investment and consumer spending which could lift tax receipts and cap the rise in the deficit is another key unknown for the shape of the yield curve going forward still the dominant view on wall street remains that the cut will provide only a shortterm bump up in economic growth and many analysts expect the longerterm curveflattening trend to reassert itself in the year ahead accordingly we maintain our conviction on curve flattening going into  morgan stanley analysts wrote in a note on wednesday  ,politicsNews,,REAL
us lawmakers seek temporary extension to internet spying program,washington reuters  republican leaders in the us house of representatives are working to build support to temporarily extend the national security agencys expiring internet surveillance program by tucking it into a stopgap funding measure lawmakers said the monthlong extension of the surveillance law known as section  of the foreign intelligence surveillance act would punt a contentious national security issue into the new year in an attempt to buy lawmakers more time to hash out differences over various proposed privacy reforms  lawmakers leaving a republican conference meeting on wednesday evening said it was not clear whether the stopgap bill had enough support to avert a partial government shutdown on saturday or whether the possible addition of the section  extension would impact its chances for passage it remained possible lawmakers would vote on the shortterm extension separate from the spending bill absent congressional action the law which allows the nsa to collect vast amounts of digital communications from foreign suspects living outside the united states will expire on dec   earlier in the day house republicans retreated from a plan to vote on a standalone measure to renew section  until  amid sizable opposition from both parties that stemmed from concerns the bill would violate us privacy rights some us officials have recently said that deadline may not ultimately matter and that the program can lawfully continue through april due to the way it is annually certified but lawmakers and the white house still view the laws endyear expiration as significant  i think clearly we need the reauthorization for fisa and that is expected well get that done before the end of the year marc short the white houses legislative director said wednesday on msnbc us intelligence officials consider section  among the most vital of tools at their disposal to thwart threats to national security and american allies the law allows the nsa to collect vast amounts of digital communications from foreign suspects living outside the united states but the program incidentally gathers communications of americans for a variety of technical reasons including if they communicate with a foreign target living overseas  those communications can then be subject to searches without a warrant including by the federal bureau of investigation the house judiciary committee advanced a bill in november that would partially restrict the us governments ability to review american data by requiring a warrant in some cases this story has been refiled to correct typographical error in headline ,politicsNews,,REAL
trump commutes fraud sentence of kosher meatpacker,washington reuters  president donald trump in a first exercise of his power to commute criminal sentences cut short the year prison term of a kosher meatpacking executive who was convicted eight years ago of bank fraud the white house said on wednesday the commutation granted to sholom rubashkin  marked only the second time that trump has invoked his clemency authority as president following the blanket pardon he granted earlier this year to joe arpaio the former sheriff of maricopa county in arizona unlike the case of arpaio whom a judge had found guilty of contempt in a case involving racial profiling trumps latest action leaves rubashkins conviction intact as well as terms of his supervised release from federal prison and his obligation to make restitution rubashkin was convicted in  of  counts of financial fraud that came to light after a government raid on a kosher meatpacking plant in postville iowa where hundreds of undocumented immigrant workers were arrested rubashkin a father of  was the chief executive overseeing the slaughterhouse and headquarters for a family business that was then the largest kosher meatprocessing company in the united states  the us supreme court in  refused to hear an appeal contesting rubashkins sentence which his lawyers argued was excessive for a firsttime nonviolent offender his lawyers also contended to no avail that he was entitled to a new trial based on evidence of alleged judicial misconduct the case sparked an outcry from members of the legal and orthodox jewish communities who rallied to rubashkins defense the white house statement cited letters of support for review of rubashkins case from more than  members of congress of both parties including house of representatives democratic leader nancy pelosi and veteran republican senator orrin hatch  trump also pointed to bipartisan expressions of support for review of the case from over  former highranking us justice department officials prosecutors judges and legal scholars the white house further noted criticism of rubashkins sentencing as unusually harsh in comparison to penalties imposed on others for similar whitecollar crimes former enron chief executive jeffrey skilling was originally sentenced to  years in prison but a federal judge later shortened his term of  years the former ceo of tyco international ltd l dennis kozlowski was sentenced to  to  years in prison and was paroled after serving eight ,politicsNews,,REAL
us responds in court fight over illegal indonesian immigrants,boston reuters  us immigration officials sought to block a federal judges order delaying efforts to deport  indonesians living illegally in new hampshire saying they have not shown they would face harm if repatriated court documents on wednesday showed the us governments motion in federal court in boston was in response to a judges order last month that found members of the group should be given time to make a case that changed conditions in the southeast asian nation would make it dangerous for them to return even if they are removed petitioners generalized evidence of indonesias conditions do not prove that persecution or torture is immediate or likely for each petitioner the motion said it said the court lacked jurisdiction over their claims and the immigrants did not state any plausible claims  the group of ethnic chinese christians fled the worlds largest muslimmajority country following violence that erupted  years ago and have been living openly for years in new england under an informal deal reached with us immigration and customs enforcement ice beginning in august members of the group who showed up for ice checkins were told to prepare to leave the country in keeping with us president donald trumps campaign promise to crack down on illegal immigration members of the group have said in interviews with reuters that they entered the country on tourist visas but overstayed them and failed to seek asylum on time several said they fear they would face persecution or violence for their christian faith and chinese ethnicity if they were returned to indonesia federal law gives authority over immigration matters to the executive branch not the courts and ice contends that it has always had authority to deport members of the group chief us district judge patti saris in boston last month found she had authority to ensure the indonesians have a chance to argue that conditions in their home country had deteriorated significantly enough to reopen their cases for trying to stay in the united states the indonesians are part of an ethnic community of about  people clustered around the city of dover new hampshire their cause has drawn the support of the states alldemocratic congressional delegation including us senator jeanne shaheen and republican governor chris sununu ,politicsNews,,REAL
